Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=-6_#015.dat
Data.................: 10/02/2005
Hora.................: 09:29:32
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.3281E-005	        -7.4510E-006	         8.3614E-005	         4.7773E-007	         1.9487E-007	         4.6487E-007	         1.7489E+002
 2	         1.9455E-004	         7.2203E-003	         7.2230E-003	         1.5739E-004	         5.7082E-003	         1.7950E-005	         4.4228E+001
 3	        -1.5855E-002	        -6.1887E-001	         6.1908E-001	         1.4724E-002	         5.6496E-001	         2.9442E-003	         2.9511E+001
 4	         3.0353E-001	        -6.8754E-001	         8.7693E-001	         6.0936E-001	         7.1318E-001	         3.0854E-001	         3.4346E+002
 5	         1.5887E+002	         1.4864E+002	         2.1891E+002	         1.6167E+002	         1.5070E+002	         2.7872E+001	         1.8862E+002
 6	         3.4281E+003	         1.1250E+004	         1.2831E+004	         6.3150E+003	         1.2204E+004	         3.4435E+003	         1.2175E+001
 7	        -8.8560E+004	         3.4026E+005	         7.5773E+005	         6.0274E+005	         6.8396E+005	         3.6807E+005	         3.4923E+002
 8	        -1.8736E+006	        -2.3857E+007	         4.8833E+007	         3.5793E+007	         4.4031E+007	         1.8125E+007	         1.9069E+002
 9	        -1.3350E+008	        -3.8017E+009	         8.4993E+009	         5.8324E+009	         7.6827E+009	         2.1800E+009	         9.7765E+000
10	         2.0374E+011	        -3.8624E+011	         1.0765E+012	         8.6894E+011	         9.2107E+011	         4.2277E+011	         3.5378E+002
