Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=-19_#002.dat
Data.................: 10/02/2005
Hora.................: 09:06:57
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.1807E-005	        -2.0059E-004	         2.1663E-004	         5.7163E-007	         2.9060E-007	         3.0617E-007	         1.1219E+002
 2	        -1.1046E-003	         2.1473E-002	         2.1502E-002	         8.7354E-004	         1.6976E-002	         4.0042E-005	         1.3647E+002
 3	         2.2855E-001	        -4.2025E-001	         4.7839E-001	         2.0867E-001	         3.8365E-001	         3.1609E-003	         1.5951E+002
 4	        -1.5398E+001	        -1.5895E+001	         2.2132E+001	         1.4911E+001	         1.5394E+001	         2.2725E-001	         1.9148E+002
 5	         3.6339E+002	         7.5120E+002	         8.3559E+002	         3.6489E+002	         7.5355E+002	         4.8103E+001	         1.9284E+002
 6	         1.6098E+004	        -1.3373E+004	         2.1508E+004	         1.6972E+004	         1.4536E+004	         3.5094E+003	         3.5338E+002
 7	        -1.2002E+006	        -9.8068E+005	         1.5888E+006	         1.2632E+006	         1.1636E+006	         4.7225E+005	         5.6075E+000
 8	         6.9068E+007	         8.7418E+007	         1.1605E+008	         8.4920E+007	         1.2902E+008	         9.4671E+007	         6.4610E+000
 9	        -4.5116E+009	        -1.9498E+009	         8.8435E+009	         6.6156E+009	         8.0103E+009	         3.6779E+009	         2.5970E+000
10	         7.0241E+011	         4.2704E+011	         1.3270E+012	         9.2377E+011	         1.4038E+012	         8.4103E+011	         3.1298E+000
