Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=5_#026.dat
Data.................: 10/02/2005
Hora.................: 09:52:39
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.5098E-005	         2.8237E-006	         8.5146E-005	         3.6599E-007	         4.3660E-007	         3.6377E-007	         1.8190E+002
 2	         9.1029E-004	        -4.8300E-003	         4.9151E-003	         7.2064E-004	         3.8187E-003	         4.7428E-005	         3.2034E+002
 3	         1.3445E-001	        -3.8524E-001	         4.0805E-001	         1.2280E-001	         3.5173E-001	         5.3989E-003	         1.5641E+002
 4	         1.0125E+001	         1.9638E+001	         2.2100E+001	         9.8098E+000	         1.9025E+001	         4.6795E-001	         1.5682E+001
 5	         2.6279E+002	         7.0254E+002	         7.5088E+002	         2.6324E+002	         7.0741E+002	         7.4775E+001	         1.9390E+002
 6	         7.6301E+003	         5.7381E+003	         1.1129E+004	         8.8207E+003	         9.5668E+003	         5.7881E+003	         6.1575E+000
 7	        -4.8511E+005	        -2.7967E+005	         8.1315E+005	         6.8127E+005	         7.1184E+005	         4.4756E+005	         4.2806E+000
 8	         2.9486E+007	        -4.4884E+007	         1.0543E+008	         5.9084E+007	         1.1265E+008	         5.2304E+007	         3.5291E+002
 9	        -1.4767E+009	        -2.4394E+009	         1.1198E+010	         5.7932E+009	         1.3134E+010	         7.1012E+009	         6.5345E+000
10	         3.8431E+011	         1.4549E+009	         1.5544E+012	         1.1124E+012	         1.3737E+012	         3.5031E+011	         2.1690E-002
