Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=-1_#020.dat
Data.................: 10/02/2005
Hora.................: 09:38:54
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.3231E-005	         1.4195E-005	         8.4434E-005	         4.1318E-007	         3.8576E-007	         4.3182E-007	         1.8968E+002
 2	         1.5271E-004	         1.2087E-003	         1.2183E-003	         1.2206E-004	         9.5595E-004	         3.0039E-005	         4.1400E+001
 3	         1.3505E-002	        -5.9049E-001	         5.9064E-001	         1.2410E-002	         5.3906E-001	         4.5007E-003	         1.5044E+002
 4	         4.0086E+000	         5.1676E+000	         6.5532E+000	         3.9168E+000	         5.0141E+000	         4.1216E-001	         1.3050E+001
 5	         1.7868E+002	         4.6587E+002	         5.0043E+002	         1.8247E+002	         4.7018E+002	         5.9788E+001	         1.9380E+002
 6	         9.6199E+002	         1.2857E+004	         1.3632E+004	         3.7200E+003	         1.4266E+004	         4.4366E+003	         1.4287E+001
 7	         2.1293E+004	         5.5745E+004	         4.4312E+005	         5.0471E+005	         3.1582E+005	         3.3116E+005	         1.8987E+002
 8	         9.8034E+006	         3.4065E+007	         7.6231E+007	         4.9675E+007	         6.9049E+007	         1.2953E+007	         9.2431E+000
 9	         7.9777E+008	        -2.5734E+009	         9.4213E+009	         7.5431E+009	         7.5692E+009	         2.0613E+009	         1.7191E+002
10	         2.6836E+011	        -1.3445E+011	         9.3007E+011	         5.3180E+011	         1.0211E+012	         5.0543E+011	         3.5734E+002
