Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=7_#028.dat
Data.................: 10/02/2005
Hora.................: 09:57:12
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.7307E-005	        -7.6797E-006	         8.7646E-005	         2.8582E-007	         5.3149E-007	         2.9155E-007	         1.7497E+002
 2	         1.5978E-003	        -6.0284E-003	         6.2366E-003	         1.2634E-003	         4.7660E-003	         3.4735E-005	         3.2242E+002
 3	         1.9859E-001	        -2.4454E-001	         3.1504E-001	         1.8135E-001	         2.2330E-001	         6.2359E-003	         1.6303E+002
 4	         1.2428E+001	         2.5493E+001	         2.8362E+001	         1.2041E+001	         2.4694E+001	         7.7851E-001	         1.6003E+001
 5	         3.1964E+002	         7.3784E+002	         8.0566E+002	         3.2485E+002	         7.3872E+002	         3.9009E+001	         1.9332E+002
 6	         5.2666E+003	         3.3820E+003	         9.2311E+003	         6.1816E+003	         9.3111E+003	         5.1530E+003	         5.4511E+000
 7	        -2.7224E+005	        -2.9459E+005	         1.0581E+006	         9.4516E+005	         8.4443E+005	         4.8553E+005	         6.7511E+000
 8	        -3.3124E+007	         2.4488E+007	         1.2410E+008	         3.9878E+007	         1.5035E+008	         7.2167E+007	         1.7544E+002
 9	        -7.8503E+008	        -4.2107E+008	         1.4064E+010	         8.9494E+009	         1.3402E+010	         3.5448E+009	         3.1342E+000
10	         1.5703E+011	        -4.4691E+011	         2.0035E+012	         9.9026E+011	         2.1322E+012	         7.3293E+011	         3.5294E+002
