Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=-9_#012.dat
Data.................: 10/02/2005
Hora.................: 09:24:02
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.2942E-005	        -3.4771E-005	         8.9936E-005	         4.6931E-007	         2.4572E-007	         4.1125E-007	         1.5726E+002
 2	         2.0924E-004	         1.0887E-002	         1.0889E-002	         1.6725E-004	         8.6073E-003	         3.3759E-005	         4.4449E+001
 3	        -4.0851E-003	        -6.0804E-001	         6.0805E-001	         4.7573E-003	         5.5508E-001	         5.1730E-003	         2.9872E+001
 4	        -2.0578E+000	        -2.0416E+000	         2.9574E+000	         2.0430E+000	         2.0866E+000	         4.7010E-001	         1.9119E+002
 5	         1.7803E+002	         7.4743E+001	         1.9497E+002	         1.8660E+002	         8.1993E+001	         5.7817E+001	         1.8455E+002
 6	        -4.2319E+003	        -1.6922E+003	         6.0614E+003	         5.0187E+003	         5.7422E+003	         4.0695E+003	         1.8363E+002
 7	         3.5229E+005	         6.4043E+005	         8.4858E+005	         4.5613E+005	         8.5069E+005	         3.5641E+005	         1.8874E+002
 8	        -9.7752E+006	        -1.1648E+007	         8.1324E+007	         7.2942E+007	         5.7550E+007	         2.0045E+007	         1.8625E+002
 9	         1.1327E+009	        -1.4871E+009	         7.5268E+009	         7.3345E+009	         4.6838E+009	         2.3242E+009	         1.7414E+002
10	         1.1653E+011	         2.5694E+011	         1.2297E+012	         8.3001E+011	         1.3763E+012	         8.3847E+011	         6.5605E+000
