Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=3_#024.dat
Data.................: 10/02/2005
Hora.................: 09:46:49
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.4358E-005	         1.0395E-005	         8.4997E-005	         6.2821E-007	         4.0125E-007	         6.0898E-007	         1.8702E+002
 2	         4.6834E-004	        -3.0994E-003	         3.1351E-003	         3.7481E-004	         2.4512E-003	         6.3163E-005	         3.1930E+002
 3	         8.2784E-002	        -4.8051E-001	         4.8760E-001	         7.5655E-002	         4.3866E-001	         3.6255E-003	         1.5326E+002
 4	         7.3940E+000	         1.3938E+001	         1.5781E+001	         7.1650E+000	         1.3504E+001	         4.3210E-001	         1.5513E+001
 5	         2.8282E+002	         6.5153E+002	         7.1040E+002	         2.8433E+002	         6.5321E+002	         5.3016E+001	         1.9331E+002
 6	         1.8815E+003	         7.3730E+003	         9.0247E+003	         4.6159E+003	         9.9753E+003	         5.5740E+003	         1.2614E+001
 7	        -5.1812E+004	        -3.8623E+005	         9.5198E+005	         7.5649E+005	         7.8106E+005	         2.7680E+005	         1.1766E+001
 8	         3.1384E+007	        -7.8067E+006	         8.8527E+007	         8.6299E+007	         5.3653E+007	         2.6331E+007	         3.5825E+002
 9	        -1.9469E+009	         1.0722E+009	         1.0635E+010	         5.8641E+009	         1.0825E+010	         3.2982E+009	         3.5680E+002
10	        -8.2402E+010	         6.5949E+011	         2.1758E+012	         1.1540E+012	         2.3027E+012	         8.7844E+011	         1.7171E+002
