Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=6_#027.dat
Data.................: 10/02/2005
Hora.................: 09:54:11
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.6163E-005	        -2.3179E-006	         8.6195E-005	         2.8396E-007	         3.8146E-007	         2.7603E-007	         1.7846E+002
 2	         1.2359E-003	        -5.5113E-003	         5.6483E-003	         9.7794E-004	         4.3571E-003	         1.4985E-005	         3.2132E+002
 3	         1.6574E-001	        -3.1781E-001	         3.5844E-001	         1.5130E-001	         2.9016E-001	         4.3970E-003	         1.5918E+002
 4	         1.0954E+001	         2.2268E+001	         2.4818E+001	         1.0612E+001	         2.1564E+001	         4.2763E-001	         1.5952E+001
 5	         2.8554E+002	         7.8556E+002	         8.3711E+002	         2.9231E+002	         7.8610E+002	         4.5928E+001	         1.9400E+002
 6	         4.9974E+003	         3.7608E+003	         6.9759E+003	         6.7975E+003	         5.9229E+003	         5.3487E+003	         6.1607E+000
 7	        -1.4125E+004	         3.3528E+004	         8.4649E+005	         9.5309E+005	         4.9179E+005	         5.0477E+005	         3.5041E+002
 8	        -4.6400E+007	        -2.2926E+007	         6.4609E+007	         8.4692E+007	         2.8920E+007	         5.6656E+007	         1.8329E+002
 9	        -7.3593E+009	        -1.0300E+009	         9.2419E+009	         9.6278E+009	         6.3192E+009	         5.7905E+009	         8.8528E-001
10	         1.3314E+011	        -4.1008E+011	         1.2708E+012	         1.1926E+012	         7.9637E+011	         2.4744E+011	         3.5280E+002
