Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=16_#037.dat
Data.................: 10/02/2005
Hora.................: 10:16:53
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.2662E-004	        -5.6817E-005	         1.3879E-004	         6.4524E-007	         4.0428E-007	         6.3626E-007	         1.5583E+002
 2	         8.7915E-003	        -2.1048E-003	         9.0400E-003	         6.9503E-003	         1.6645E-003	         1.9285E-005	         3.5327E+002
 3	         6.3313E-001	         7.5080E-001	         9.8212E-001	         5.7797E-001	         6.8540E-001	         4.8256E-003	         1.9662E+002
 4	         1.7109E+001	         4.1479E+001	         4.4872E+001	         1.6571E+001	         4.0166E+001	         4.3334E-001	         1.6896E+001
 5	        -3.6732E+002	        -3.4294E+002	         5.0472E+002	         3.6823E+002	         3.4655E+002	         1.9894E+001	         8.6069E+000
 6	        -4.0509E+004	        -5.7077E+004	         7.0091E+004	         4.1540E+004	         5.8392E+004	         3.8519E+003	         1.8911E+002
 7	        -8.4536E+005	        -7.9165E+005	         1.3308E+006	         9.7961E+005	         1.1168E+006	         4.8222E+005	         6.1601E+000
 8	         4.7768E+007	         9.0799E+006	         1.0701E+008	         7.3113E+007	         1.0159E+008	         4.1493E+007	         1.3453E+000
 9	         4.9867E+008	         2.4939E+009	         8.1096E+009	         6.2991E+009	         7.8025E+009	         4.3874E+009	         1.8874E+002
10	         1.1266E+011	        -1.2818E+011	         1.0839E+012	         8.4731E+011	         1.3235E+012	         1.0024E+012	         3.5513E+002
