X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-20	0	-1650	3.9e-06	-6.151e-05	-5.883e-05
-18	0	-1650	3.86e-06	-6.299e-05	-5.939e-05
-16	0	-1650	4.62e-06	-6.201e-05	-5.96e-05
-14	0	-1650	4.7e-06	-6.195e-05	-5.974e-05
-12	0	-1650	5.99e-06	-6.269e-05	-5.79e-05
-10	0	-1650	6.32e-06	-6.31e-05	-5.816e-05
-8	0	-1650	7.34e-06	-6.28e-05	-5.693e-05
-6	0	-1650	5.98e-06	-6.334e-05	-5.833e-05
-4	0	-1650	8.22e-06	-6.274e-05	-5.74e-05
-2	0	-1650	8.69e-06	-6.365e-05	-5.803e-05
0	0	-1650	9.74e-06	-6.291e-05	-5.795e-05
2	0	-1650	9.38e-06	-6.344e-05	-5.684e-05
4	0	-1650	9.78e-06	-6.309e-05	-5.735e-05
6	0	-1650	1.136e-05	-6.353e-05	-5.616e-05
8	0	-1650	1.181e-05	-6.348e-05	-5.653e-05
10	0	-1650	1.202e-05	-6.386e-05	-5.783e-05
12	0	-1650	1.191e-05	-6.301e-05	-5.733e-05
14	0	-1650	1.274e-05	-6.331e-05	-5.689e-05
16	0	-1650	1.383e-05	-6.295e-05	-5.64e-05
18	0	-1650	1.307e-05	-6.192e-05	-5.712e-05
20	0	-1650	1.536e-05	-6.147e-05	-5.512e-05
-20	0	-1648	3.83e-06	-6.322e-05	-5.998e-05
-18	0	-1648	4.52e-06	-6.384e-05	-6.033e-05
-16	0	-1648	4.38e-06	-6.319e-05	-6.063e-05
-14	0	-1648	4.58e-06	-6.377e-05	-6.089e-05
-12	0	-1648	5.79e-06	-6.423e-05	-5.902e-05
-10	0	-1648	6.3e-06	-6.428e-05	-5.923e-05
-8	0	-1648	7.16e-06	-6.407e-05	-5.871e-05
-6	0	-1648	6.14e-06	-6.479e-05	-5.883e-05
-4	0	-1648	8.39e-06	-6.488e-05	-5.873e-05
-2	0	-1648	8.46e-06	-6.501e-05	-5.896e-05
0	0	-1648	9.14e-06	-6.438e-05	-5.879e-05
2	0	-1648	9.96e-06	-6.49e-05	-5.859e-05
4	0	-1648	9.58e-06	-6.521e-05	-5.868e-05
6	0	-1648	1.147e-05	-6.516e-05	-5.784e-05
8	0	-1648	1.171e-05	-6.501e-05	-5.775e-05
10	0	-1648	1.209e-05	-6.488e-05	-5.891e-05
12	0	-1648	1.181e-05	-6.403e-05	-5.829e-05
14	0	-1648	1.233e-05	-6.479e-05	-5.778e-05
16	0	-1648	1.394e-05	-6.451e-05	-5.762e-05
18	0	-1648	1.295e-05	-6.374e-05	-5.769e-05
20	0	-1648	1.449e-05	-6.308e-05	-5.614e-05
-20	0	-1646	4.71e-06	-6.459e-05	-6.102e-05
-18	0	-1646	4.54e-06	-6.498e-05	-6.093e-05
-16	0	-1646	4.66e-06	-6.474e-05	-6.177e-05
-14	0	-1646	4.75e-06	-6.546e-05	-6.151e-05
-12	0	-1646	5.57e-06	-6.566e-05	-5.976e-05
-10	0	-1646	6.16e-06	-6.563e-05	-6.068e-05
-8	0	-1646	7e-06	-6.55e-05	-6.03e-05
-6	0	-1646	6.65e-06	-6.655e-05	-5.973e-05
-4	0	-1646	8.77e-06	-6.658e-05	-5.936e-05
-2	0	-1646	8.4e-06	-6.606e-05	-6.008e-05
0	0	-1646	9.38e-06	-6.577e-05	-6.003e-05
2	0	-1646	1.018e-05	-6.66e-05	-5.978e-05
4	0	-1646	1.007e-05	-6.652e-05	-5.909e-05
6	0	-1646	1.175e-05	-6.737e-05	-5.877e-05
8	0	-1646	1.241e-05	-6.673e-05	-5.866e-05
10	0	-1646	1.184e-05	-6.645e-05	-6.005e-05
12	0	-1646	1.227e-05	-6.577e-05	-5.968e-05
14	0	-1646	1.278e-05	-6.635e-05	-5.892e-05
16	0	-1646	1.391e-05	-6.623e-05	-5.827e-05
18	0	-1646	1.322e-05	-6.505e-05	-5.826e-05
20	0	-1646	1.443e-05	-6.483e-05	-5.745e-05
-20	0	-1644	4.75e-06	-6.683e-05	-6.211e-05
-18	0	-1644	4.47e-06	-6.677e-05	-6.25e-05
-16	0	-1644	5.16e-06	-6.669e-05	-6.255e-05
-14	0	-1644	4.34e-06	-6.695e-05	-6.289e-05
-12	0	-1644	5.82e-06	-6.776e-05	-6.067e-05
-10	0	-1644	6.31e-06	-6.691e-05	-6.128e-05
-8	0	-1644	7.57e-06	-6.692e-05	-6.155e-05
-6	0	-1644	7.15e-06	-6.842e-05	-6.073e-05
-4	0	-1644	8.39e-06	-6.847e-05	-6.002e-05
-2	0	-1644	8.69e-06	-6.761e-05	-6.125e-05
0	0	-1644	9.36e-06	-6.745e-05	-6.098e-05
2	0	-1644	1.06e-05	-6.805e-05	-6.013e-05
4	0	-1644	1.062e-05	-6.821e-05	-6.026e-05
6	0	-1644	1.19e-05	-6.847e-05	-5.949e-05
8	0	-1644	1.251e-05	-6.762e-05	-5.985e-05
10	0	-1644	1.226e-05	-6.813e-05	-6.101e-05
12	0	-1644	1.258e-05	-6.798e-05	-6.054e-05
14	0	-1644	1.267e-05	-6.811e-05	-6.047e-05
16	0	-1644	1.464e-05	-6.761e-05	-5.944e-05
18	0	-1644	1.308e-05	-6.696e-05	-5.957e-05
20	0	-1644	1.454e-05	-6.703e-05	-5.829e-05
-20	0	-1642	4.76e-06	-6.821e-05	-6.324e-05
-18	0	-1642	4.65e-06	-6.855e-05	-6.373e-05
-16	0	-1642	4.93e-06	-6.859e-05	-6.344e-05
-14	0	-1642	4.73e-06	-6.884e-05	-6.434e-05
-12	0	-1642	6.05e-06	-6.931e-05	-6.228e-05
-10	0	-1642	6.6e-06	-6.88e-05	-6.208e-05
-8	0	-1642	7.36e-06	-6.901e-05	-6.265e-05
-6	0	-1642	7.14e-06	-6.999e-05	-6.187e-05
-4	0	-1642	8.21e-06	-7.011e-05	-6.125e-05
-2	0	-1642	9e-06	-6.995e-05	-6.229e-05
0	0	-1642	1.005e-05	-6.88e-05	-6.183e-05
2	0	-1642	1.083e-05	-6.969e-05	-6.148e-05
4	0	-1642	1.053e-05	-7.003e-05	-6.121e-05
6	0	-1642	1.215e-05	-7.007e-05	-6.065e-05
8	0	-1642	1.278e-05	-6.955e-05	-6.109e-05
10	0	-1642	1.255e-05	-6.981e-05	-6.244e-05
12	0	-1642	1.286e-05	-6.995e-05	-6.138e-05
14	0	-1642	1.322e-05	-6.95e-05	-6.166e-05
16	0	-1642	1.407e-05	-6.933e-05	-6.067e-05
18	0	-1642	1.33e-05	-6.823e-05	-6.015e-05
20	0	-1642	1.504e-05	-6.85e-05	-5.896e-05
-20	0	-1640	4.5e-06	-7.007e-05	-6.43e-05
-18	0	-1640	4.45e-06	-7.077e-05	-6.481e-05
-16	0	-1640	4.85e-06	-7.013e-05	-6.395e-05
-14	0	-1640	4.87e-06	-7.068e-05	-6.521e-05
-12	0	-1640	5.68e-06	-7.139e-05	-6.354e-05
-10	0	-1640	6.59e-06	-7.072e-05	-6.29e-05
-8	0	-1640	7.4e-06	-7.123e-05	-6.361e-05
-6	0	-1640	7.11e-06	-7.176e-05	-6.322e-05
-4	0	-1640	8.68e-06	-7.157e-05	-6.252e-05
-2	0	-1640	9.19e-06	-7.178e-05	-6.369e-05
0	0	-1640	1.012e-05	-7.133e-05	-6.3e-05
2	0	-1640	1.048e-05	-7.19e-05	-6.259e-05
4	0	-1640	1.027e-05	-7.148e-05	-6.211e-05
6	0	-1640	1.212e-05	-7.157e-05	-6.243e-05
8	0	-1640	1.324e-05	-7.142e-05	-6.248e-05
10	0	-1640	1.241e-05	-7.232e-05	-6.32e-05
12	0	-1640	1.284e-05	-7.184e-05	-6.239e-05
14	0	-1640	1.341e-05	-7.137e-05	-6.228e-05
16	0	-1640	1.424e-05	-7.105e-05	-6.175e-05
18	0	-1640	1.364e-05	-7.026e-05	-6.173e-05
20	0	-1640	1.554e-05	-6.992e-05	-6.064e-05
-20	0	-1638	4.32e-06	-7.178e-05	-6.511e-05
-18	0	-1638	4.87e-06	-7.228e-05	-6.615e-05
-16	0	-1638	4.76e-06	-7.176e-05	-6.512e-05
-14	0	-1638	4.64e-06	-7.193e-05	-6.6e-05
-12	0	-1638	5.57e-06	-7.3e-05	-6.476e-05
-10	0	-1638	6.49e-06	-7.28e-05	-6.432e-05
-8	0	-1638	7.74e-06	-7.255e-05	-6.469e-05
-6	0	-1638	7.65e-06	-7.353e-05	-6.439e-05
-4	0	-1638	9.05e-06	-7.338e-05	-6.387e-05
-2	0	-1638	9.27e-06	-7.34e-05	-6.48e-05
0	0	-1638	9.84e-06	-7.319e-05	-6.392e-05
2	0	-1638	1.077e-05	-7.329e-05	-6.336e-05
4	0	-1638	1.085e-05	-7.342e-05	-6.306e-05
6	0	-1638	1.247e-05	-7.297e-05	-6.321e-05
8	0	-1638	1.28e-05	-7.356e-05	-6.35e-05
10	0	-1638	1.26e-05	-7.411e-05	-6.384e-05
12	0	-1638	1.293e-05	-7.334e-05	-6.393e-05
14	0	-1638	1.385e-05	-7.332e-05	-6.345e-05
16	0	-1638	1.476e-05	-7.249e-05	-6.254e-05
18	0	-1638	1.435e-05	-7.251e-05	-6.272e-05
20	0	-1638	1.563e-05	-7.214e-05	-6.189e-05
-20	0	-1636	4.65e-06	-7.297e-05	-6.65e-05
-18	0	-1636	5.05e-06	-7.355e-05	-6.689e-05
-16	0	-1636	4.95e-06	-7.349e-05	-6.647e-05
-14	0	-1636	4.85e-06	-7.365e-05	-6.732e-05
-12	0	-1636	5.9e-06	-7.436e-05	-6.602e-05
-10	0	-1636	6.85e-06	-7.44e-05	-6.593e-05
-8	0	-1636	7.74e-06	-7.379e-05	-6.565e-05
-6	0	-1636	7.54e-06	-7.549e-05	-6.53e-05
-4	0	-1636	8.75e-06	-7.506e-05	-6.517e-05
-2	0	-1636	9.33e-06	-7.552e-05	-6.578e-05
0	0	-1636	9.88e-06	-7.504e-05	-6.523e-05
2	0	-1636	1.094e-05	-7.506e-05	-6.427e-05
4	0	-1636	1.161e-05	-7.581e-05	-6.407e-05
6	0	-1636	1.269e-05	-7.497e-05	-6.423e-05
8	0	-1636	1.316e-05	-7.574e-05	-6.454e-05
10	0	-1636	1.279e-05	-7.593e-05	-6.507e-05
12	0	-1636	1.318e-05	-7.498e-05	-6.539e-05
14	0	-1636	1.368e-05	-7.504e-05	-6.472e-05
16	0	-1636	1.513e-05	-7.469e-05	-6.362e-05
18	0	-1636	1.403e-05	-7.498e-05	-6.417e-05
20	0	-1636	1.592e-05	-7.38e-05	-6.287e-05
-20	0	-1634	4.56e-06	-7.498e-05	-6.769e-05
-18	0	-1634	4.73e-06	-7.59e-05	-6.81e-05
-16	0	-1634	5.09e-06	-7.546e-05	-6.737e-05
-14	0	-1634	5.06e-06	-7.567e-05	-6.875e-05
-12	0	-1634	6.21e-06	-7.616e-05	-6.715e-05
-10	0	-1634	7.15e-06	-7.632e-05	-6.732e-05
-8	0	-1634	7.92e-06	-7.638e-05	-6.76e-05
-6	0	-1634	7.37e-06	-7.741e-05	-6.664e-05
-4	0	-1634	9.46e-06	-7.711e-05	-6.624e-05
-2	0	-1634	9.47e-06	-7.714e-05	-6.687e-05
0	0	-1634	1.03e-05	-7.686e-05	-6.641e-05
2	0	-1634	1.1e-05	-7.71e-05	-6.584e-05
4	0	-1634	1.179e-05	-7.755e-05	-6.536e-05
6	0	-1634	1.313e-05	-7.7e-05	-6.564e-05
8	0	-1634	1.316e-05	-7.741e-05	-6.576e-05
10	0	-1634	1.305e-05	-7.749e-05	-6.668e-05
12	0	-1634	1.382e-05	-7.695e-05	-6.625e-05
14	0	-1634	1.344e-05	-7.667e-05	-6.568e-05
16	0	-1634	1.507e-05	-7.666e-05	-6.494e-05
18	0	-1634	1.411e-05	-7.664e-05	-6.488e-05
20	0	-1634	1.611e-05	-7.562e-05	-6.41e-05
-20	0	-1632	3.99e-06	-7.697e-05	-6.898e-05
-18	0	-1632	4.85e-06	-7.752e-05	-6.954e-05
