Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap200\Translado200_X=7_#001.dat
Data.................: 26/01/2005
Hora.................: 10:09:43
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.5726E-005	        -9.0921E-005	         1.2496E-004	         1.1663E-007	         4.8408E-007	         4.2713E-007	         1.3332E+002
 2	        -3.2365E-004	        -2.2880E-003	         2.3108E-003	         2.5638E-004	         1.8092E-003	         3.4883E-005	         2.2097E+002
 3	        -6.1027E-003	        -8.9303E-003	         1.1133E-002	         5.7499E-003	         9.0736E-003	         3.0359E-003	         1.8551E+001
 4	        -5.4450E-002	         9.1604E-003	         3.3018E-001	         1.7608E-001	         3.9586E-001	         2.2889E-001	         1.7761E+002
 5	        -8.4966E+000	         7.3674E+000	         4.0872E+001	         2.3482E+001	         4.2966E+001	         1.8465E+001	         3.5181E+002
 6	         8.4595E+002	         1.8867E+003	         4.7512E+003	         1.3697E+003	         5.7026E+003	         2.6589E+003	         1.0975E+001
 7	        -1.1912E+005	        -8.7448E+004	         5.6124E+005	         2.0731E+005	         6.6476E+005	         3.0829E+005	         5.1832E+000
 8	         5.0025E+006	        -1.2427E+007	         5.4665E+007	         2.5191E+007	         5.9422E+007	         2.1406E+007	         3.5149E+002
 9	        -1.0083E+009	         7.7094E+008	         6.5488E+009	         3.8297E+009	         6.9731E+009	         3.1474E+009	         3.5584E+002
10	         1.1847E+011	        -1.5711E+011	         8.8589E+011	         4.8446E+011	         1.0302E+012	         5.6559E+011	         3.5470E+002
