Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap42\Translado42_X=2_#023.dat
Data.................: 02/02/2005
Hora.................: 10:38:28
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.0942E-004	         1.5216E-005	         1.1048E-004	         8.1302E-007	         3.4354E-007	         8.2808E-007	         1.8792E+002
 2	        -1.1931E-003	        -4.4662E-003	         4.6229E-003	         9.4336E-004	         3.5312E-003	         4.5646E-005	         2.1752E+002
 3	        -3.9713E-002	        -7.2353E-001	         7.2462E-001	         3.6358E-002	         6.6051E-001	         6.0675E-003	         2.8953E+001
 4	         6.6851E+000	         1.1002E+001	         1.2878E+001	         6.4866E+000	         1.0659E+001	         4.3574E-001	         1.4679E+001
 5	         2.6849E+002	         7.9981E+002	         8.4638E+002	         2.7659E+002	         8.0480E+002	         8.1834E+001	         1.9429E+002
 6	         6.5945E+003	         7.7729E+003	         1.0725E+004	         8.0639E+003	         9.6471E+003	         5.9972E+003	         8.2814E+000
 7	         9.0784E+005	        -2.9107E+005	         1.0826E+006	         1.0672E+006	         5.9835E+005	         4.4082E+005	         1.7746E+002
 8	         5.3069E+007	         1.8988E+007	         6.2781E+007	         6.5683E+007	         3.6447E+007	         3.4817E+007	         2.4609E+000
 9	         7.5776E+009	         9.7504E+009	         1.4935E+010	         1.4135E+010	         1.0681E+010	         7.4981E+009	         1.8579E+002
10	         5.0157E+011	        -1.8789E+011	         1.3280E+012	         1.2622E+012	         1.4544E+012	         1.2408E+012	         3.5795E+002
