Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap42\Translado42_X=3_#024.dat
Data.................: 02/02/2005
Hora.................: 10:40:03
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.0820E-004	         1.0249E-005	         1.0869E-004	         3.8586E-007	         6.9450E-007	         3.4733E-007	         1.8541E+002
 2	        -1.2696E-003	        -5.8590E-003	         5.9951E-003	         1.0045E-003	         4.6321E-003	         3.4148E-005	         2.1889E+002
 3	        -1.3070E-002	        -6.8465E-001	         6.8478E-001	         1.1998E-002	         6.2501E-001	         3.4455E-003	         2.9635E+001
 4	         8.0091E+000	         1.4993E+001	         1.6999E+001	         7.7608E+000	         1.4525E+001	         5.3661E-001	         1.5472E+001
 5	         2.4202E+002	         8.6041E+002	         8.9519E+002	         2.4674E+002	         8.6408E+002	         7.4363E+001	         1.9486E+002
 6	         3.7367E+003	         1.0620E+004	         1.1475E+004	         4.4250E+003	         1.2473E+004	         6.0808E+003	         1.1769E+001
 7	         9.3577E+005	         3.2914E+005	         1.2866E+006	         1.3240E+006	         7.0674E+005	         5.9916E+005	         1.8277E+002
 8	         3.3090E+007	         4.3678E+007	         1.4644E+008	         1.1252E+008	         1.2443E+008	         4.2500E+007	         6.6066E+000
 9	        -4.9839E+009	        -1.3544E+009	         1.1118E+010	         9.4972E+009	         8.5093E+009	         3.4353E+009	         1.6892E+000
10	         6.9469E+011	        -4.5468E+010	         1.9498E+012	         1.9418E+012	         1.4262E+012	         1.0550E+012	         3.5963E+002
