Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap23\Translado23_X=5_#026.dat
Data.................: 14/02/2005
Hora.................: 09:19:30
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.0296E-004	         2.4123E-005	         1.0575E-004	         4.3392E-007	         4.4786E-007	         3.7761E-007	         1.9319E+002
 2	        -4.0933E-004	        -1.5650E-003	         1.6191E-003	         3.3133E-004	         1.2432E-003	         1.1819E-004	         2.1767E+002
 3	         2.7744E-001	         2.7967E-001	         3.9419E-001	         2.5368E-001	         2.5556E-001	         9.6993E-003	         1.9508E+002
 4	        -7.2614E+000	         6.6546E+001	         6.6944E+001	         7.0628E+000	         6.4446E+001	         1.2761E+000	         1.5906E+002
 5	        -9.0090E+003	        -6.0399E+003	         1.0847E+004	         9.0097E+003	         6.0403E+003	         7.2621E+001	         6.7678E+000
 6	        -8.2312E+005	        -1.1524E+006	         1.4162E+006	         8.4041E+005	         1.1762E+006	         1.7152E+004	         1.8908E+002
 7	         1.4020E+007	        -3.0441E+007	         3.3583E+007	         1.4575E+007	         3.1635E+007	         2.0116E+006	         1.7068E+002
 8	         7.0959E+009	         5.3021E+009	         8.8619E+009	         7.4228E+009	         5.5508E+009	         5.4390E+007	         4.5959E+000
 9	         2.9286E+011	         4.1073E+011	         5.0563E+011	         3.1194E+011	         4.3339E+011	         2.9911E+010	         1.8606E+002
10	        -4.2999E+013	        -1.0726E+013	         4.4485E+013	         4.5676E+013	         1.2430E+013	         3.5494E+012	         1.8140E+002
