Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap23\Translado23_X=20_#041.dat
Data.................: 14/02/2005
Hora.................: 09:47:58
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	        -1.7351E-004	        -2.7127E-004	         3.2202E-004	         9.6853E-007	         6.0093E-007	         6.0657E-007	         5.7397E+001
 2	        -2.5858E-002	        -4.8617E-002	         5.5066E-002	         2.0443E-002	         3.8435E-002	         7.3179E-005	         2.1100E+002
 3	         5.8799E+000	         4.6372E+000	         7.4884E+000	         5.3676E+000	         4.2331E+000	         8.0729E-003	         1.9275E+002
 4	         8.2070E+002	         1.0666E+003	         1.3458E+003	         7.9464E+002	         1.0327E+003	         9.0203E-001	         1.3106E+001
 5	        -1.1007E+004	        -1.6547E+003	         1.1131E+004	         1.1008E+004	         1.6565E+003	         6.0901E+001	         1.7098E+000
 6	        -5.5383E+006	        -7.1045E+006	         9.0081E+006	         5.6525E+006	         7.2510E+006	         6.0339E+003	         1.8868E+002
 7	        -6.3469E+006	         5.5438E+006	         8.4951E+006	         6.6307E+006	         6.0350E+006	         1.6918E+006	         3.5412E+002
 8	         3.0243E+010	         3.7555E+010	         4.8219E+010	         3.1629E+010	         3.9277E+010	         1.6460E+008	         6.3945E+000
 9	        -2.8822E+011	        -9.1196E+011	         9.5647E+011	         3.0406E+011	         9.6145E+011	         1.8470E+010	         8.0513E+000
10	        -1.5848E+014	        -1.8369E+014	         2.4262E+014	         1.6810E+014	         1.9485E+014	         2.0000E+012	         1.8492E+002
