Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap23\Translado23_X=13_#034.dat
Data.................: 14/02/2005
Hora.................: 09:34:02
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         6.3099E-005	         1.4742E-005	         6.4801E-005	         5.5066E-007	         5.8485E-007	         4.3627E-007	         1.9315E+002
 2	        -1.9181E-002	        -1.4549E-002	         2.4075E-002	         1.5164E-002	         1.1503E-002	         2.4760E-005	         1.9859E+002
 3	        -3.1350E+000	        -3.8235E+000	         4.9445E+000	         2.8619E+000	         3.4904E+000	         6.1946E-003	         1.6884E+001
 4	        -8.1986E+001	        -2.9106E+002	         3.0239E+002	         7.9388E+001	         2.8182E+002	         8.8956E-001	         1.9857E+002
 5	         2.3268E+004	         1.9327E+004	         3.0248E+004	         2.3268E+004	         1.9328E+004	         7.6979E+001	         1.8794E+002
 6	         1.7572E+006	         3.5093E+006	         3.9247E+006	         1.7935E+006	         3.5817E+006	         1.1994E+004	         1.0567E+001
 7	         3.6055E+007	         9.2853E+007	         9.9609E+007	         3.7323E+007	         9.6118E+007	         1.0062E+006	         1.8983E+002
 8	         1.6847E+009	        -8.4137E+009	         8.5818E+009	         1.7683E+009	         8.7999E+009	         1.0255E+008	         3.5017E+002
 9	        -8.6241E+011	        -1.2028E+012	         1.4800E+012	         9.0910E+011	         1.2679E+012	         1.2353E+010	         6.0398E+000
10	        -1.3324E+014	        -7.8954E+013	         1.5489E+014	         1.4133E+014	         8.3765E+013	         1.2813E+012	         1.8306E+002
