Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap23\Translado23_X=1_#022.dat
Data.................: 14/02/2005
Hora.................: 09:08:47
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.0925E-004	         2.5436E-005	         1.1217E-004	         5.9659E-007	         6.8234E-007	         5.7972E-007	         1.9311E+002
 2	        -1.6086E-003	        -5.2544E-004	         1.6932E-003	         1.2735E-003	         4.2110E-004	         7.0553E-005	         1.8904E+002
 3	        -2.2118E-002	        -5.0938E-001	         5.0986E-001	         2.0342E-002	         4.6502E-001	         4.9465E-003	         2.9171E+001
 4	         2.8089E+001	         4.1166E+001	         4.9846E+001	         2.7202E+001	         3.9881E+001	         8.7101E-001	         1.3923E+001
 5	         2.2327E+003	         4.8682E+003	         5.3562E+003	         2.2346E+003	         4.8689E+003	         9.6827E+001	         1.9307E+002
 6	        -2.2114E+005	         2.5772E+004	         2.2296E+005	         2.2582E+005	         2.9369E+004	         6.8080E+003	         1.7889E+002
 7	        -1.8456E+007	        -2.9253E+007	         3.4598E+007	         1.9121E+007	         3.0310E+007	         1.2882E+006	         8.2502E+000
 8	        -1.7580E+009	        -2.9136E+009	         3.4043E+009	         1.8397E+009	         3.0540E+009	         1.8439E+008	         1.8736E+002
 9	        -8.2531E+010	         4.4526E+010	         9.6192E+010	         8.7416E+010	         5.2943E+010	         9.9915E+009	         3.5685E+002
10	         1.4594E+013	         6.6139E+012	         1.6203E+013	         1.5561E+013	         7.6336E+012	         2.0766E+012	         2.4379E+000
