Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap23\Translado23_X=18_#039.dat
Data.................: 14/02/2005
Hora.................: 09:43:23
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	        -1.0426E-004	        -1.6443E-004	         1.9470E-004	         5.2306E-007	         5.7780E-007	         7.2853E-007	         5.7623E+001
 2	        -3.9633E-002	        -5.4592E-002	         6.7461E-002	         3.1333E-002	         4.3159E-002	         6.6442E-005	         2.0701E+002
 3	         1.1123E+000	        -1.2241E+000	         1.6540E+000	         1.0154E+000	         1.1175E+000	         8.6344E-003	         1.6409E+002
 4	         7.1238E+002	         8.1287E+002	         1.0809E+003	         6.8976E+002	         7.8706E+002	         5.6937E-001	         1.2192E+001
 5	         3.6338E+004	         5.8504E+004	         6.8871E+004	         3.6338E+004	         5.8504E+004	         7.0295E+001	         1.9163E+002
 6	        -3.2156E+006	        -4.0478E+006	         5.1696E+006	         3.2819E+006	         4.1313E+006	         1.3339E+004	         1.8859E+002
 7	        -3.5108E+008	        -4.6352E+008	         5.8147E+008	         3.6340E+008	         4.7979E+008	         1.2165E+006	         7.5513E+000
 8	         1.0963E+010	         1.9332E+010	         2.2225E+010	         1.1467E+010	         2.0218E+010	         1.0614E+008	         7.5553E+000
 9	         2.5484E+012	         3.0257E+012	         3.9559E+012	         2.6862E+012	         3.1893E+012	         5.0553E+009	         1.8554E+002
10	        -7.0672E+013	        -1.3028E+014	         1.4822E+014	         7.4979E+013	         1.3819E+014	         9.5015E+011	         1.8615E+002
