Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap35\Translado35_X=12_#005.dat
Data.................: 03/02/2005
Hora.................: 10:00:45
Ganho................: 10
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         4.3411E-005	        -9.4359E-005	         1.0387E-004	         5.9438E-007	         1.9803E-007	         2.6378E-007	         1.1471E+002
 2	        -3.9893E-003	        -1.6645E-002	         1.7117E-002	         3.1539E-003	         1.3159E-002	         3.1422E-005	         2.1826E+002
 3	         1.2393E-001	        -1.1794E-001	         1.7109E-001	         1.1317E-001	         1.0768E-001	         2.3149E-003	         1.6547E+002
 4	         3.8429E+001	         5.7654E+001	         6.9289E+001	         3.7211E+001	         5.5826E+001	         5.2684E-001	         1.4079E+001
 5	         3.8215E+003	         4.2275E+003	         5.6988E+003	         3.8217E+003	         4.2278E+003	         5.7762E+001	         1.8958E+002
 6	         1.4715E+005	         2.1317E+005	         2.5906E+005	         1.5025E+005	         2.1758E+005	         1.9053E+003	         9.2305E+000
 7	        -6.6597E+006	        -4.3308E+006	         7.9606E+006	         6.9220E+006	         4.5126E+006	         5.7578E+005	         4.7194E+000
 8	        -6.3262E+008	        -9.8719E+008	         1.1737E+009	         6.6500E+008	         1.0330E+009	         4.5222E+007	         1.8717E+002
 9	        -7.5824E+009	        -1.7942E+010	         2.0852E+010	         1.2349E+010	         1.9815E+010	         7.3711E+009	         7.4545E+000
10	         1.0843E+012	         1.9824E+012	         2.3513E+012	         1.8150E+012	         2.3913E+012	         1.6553E+012	         6.1323E+000
