Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap35\Translado35_X=-19_#002.dat
Data.................: 03/02/2005
Hora.................: 08:52:17
Ganho................: 10
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         4.2392E-005	        -2.3930E-004	         2.4303E-004	         5.7830E-007	         1.7326E-007	         1.7774E-007	         1.0005E+002
 2	         9.7333E-003	         3.6397E-002	         3.7676E-002	         7.6951E-003	         2.8775E-002	         6.8977E-005	         3.7514E+001
 3	        -3.9489E-001	        -1.8760E+000	         1.9171E+000	         3.6055E-001	         1.7125E+000	         4.0638E-003	         2.6038E+001
 4	        -5.0464E+001	         5.6601E+000	         5.0781E+001	         4.8864E+001	         5.4884E+000	         5.2277E-001	         1.7840E+002
 5	         5.1916E+003	         6.1931E+003	         8.0814E+003	         5.1918E+003	         6.1935E+003	         6.9759E+001	         1.9001E+002
 6	         3.3046E+004	        -1.9313E+005	         1.9598E+005	         3.4102E+004	         1.9746E+005	         1.1881E+004	         3.4662E+002
 7	        -1.9678E+007	        -1.5127E+007	         2.4831E+007	         2.0384E+007	         1.5693E+007	         1.0500E+006	         5.3643E+000
 8	         6.5592E+007	         5.3507E+008	         5.4327E+008	         1.0521E+008	         5.7048E+008	         1.1399E+008	         1.0376E+001
 9	         6.1896E+010	         3.0676E+010	         6.9329E+010	         6.6596E+010	         3.2673E+010	         1.2537E+010	         1.8293E+002
10	        -1.1816E+012	        -1.2795E+012	         2.0355E+012	         1.3280E+012	         1.9148E+012	         7.9386E+011	         1.8473E+002
