Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap35\Translado35_X=0_#021.dat
Data.................: 03/02/2005
Hora.................: 09:24:46
Ganho................: 10
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.6842E-005	         3.1952E-005	         9.2534E-005	         4.8812E-007	         3.3077E-007	         5.4837E-007	         2.0020E+002
 2	        -2.0930E-003	        -2.1263E-003	         2.9837E-003	         1.6549E-003	         1.6820E-003	         5.5256E-005	         2.0273E+002
 3	        -1.6617E-001	        -8.9723E-001	         9.1249E-001	         1.5175E-001	         8.1908E-001	         6.2385E-003	         2.6502E+001
 4	         3.9946E+000	         2.4275E+000	         4.7181E+000	         3.8749E+000	         2.4592E+000	         2.5575E-001	         7.8217E+000
 5	         3.3814E+002	         1.1021E+003	         1.1533E+003	         3.4118E+002	         1.1037E+003	         6.5527E+001	         1.9459E+002
 6	        -2.0984E+004	        -4.3535E+003	         2.1696E+004	         2.1555E+004	         5.9779E+003	         2.7635E+003	         1.8195E+002
 7	        -1.6173E+006	        -3.8167E+006	         4.1602E+006	         1.7346E+006	         4.0175E+006	         7.6420E+005	         9.5765E+000
 8	         1.3094E+008	         7.7702E+007	         1.5645E+008	         1.5103E+008	         9.6949E+007	         7.2354E+007	         3.8356E+000
 9	        -1.4751E+009	         7.6083E+009	         8.8318E+009	         4.1929E+009	         1.0697E+010	         6.5459E+009	         3.5122E+002
10	         1.9354E+011	         7.4072E+011	         1.2378E+012	         1.0407E+012	         1.0853E+012	         6.4726E+011	         7.5356E+000
