Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap35\Translado35_X=7_#028.dat
Data.................: 03/02/2005
Hora.................: 09:38:15
Ganho................: 10
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         6.4698E-005	        -2.0337E-005	         6.7820E-005	         5.5872E-007	         2.2895E-007	         4.9135E-007	         1.6255E+002
 2	        -3.7338E-003	        -1.2636E-002	         1.3176E-002	         2.9521E-003	         9.9895E-003	         3.2652E-005	         2.1677E+002
 3	        -8.6353E-002	        -5.9298E-001	         5.9925E-001	         7.8982E-002	         5.4133E-001	         4.9590E-003	         2.7238E+001
 4	         2.6457E+000	         2.0073E+001	         2.0248E+001	         2.5709E+000	         1.9450E+001	         7.2617E-001	         2.0623E+001
 5	         1.5753E+002	         3.5963E+002	         3.9549E+002	         1.6629E+002	         3.6079E+002	         2.9047E+001	         1.9327E+002
 6	         8.3318E+004	         4.2901E+004	         9.3761E+004	         8.5111E+004	         4.3831E+004	         2.4399E+003	         4.5407E+000
 7	         6.6833E+006	         7.8407E+006	         1.0329E+007	         6.9547E+006	         8.1325E+006	         3.2304E+005	         1.8708E+002
 8	         5.1007E+007	         2.5404E+008	         2.6244E+008	         7.0675E+007	         2.7689E+008	         7.7861E+007	         9.8309E+000
 9	        -1.8186E+010	        -1.5790E+010	         2.9981E+010	         2.5400E+010	         2.4060E+010	         1.3457E+010	         4.5518E+000
10	         7.4295E+011	        -9.3076E+011	         1.6164E+012	         1.3054E+012	         1.7278E+012	         1.2652E+012	         3.5486E+002
