X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-20	0	-1650	-2.02e-06	-7.472e-05	-6.323e-05
-18	0	-1650	-1.24e-06	-7.475e-05	-6.257e-05
-16	0	-1650	7.8e-07	-7.58e-05	-6.353e-05
-14	0	-1650	2.4e-07	-7.523e-05	-6.288e-05
-12	0	-1650	-1.9e-07	-7.629e-05	-6.18e-05
-10	0	-1650	1.3e-07	-7.633e-05	-6.292e-05
-8	0	-1650	-1.9e-07	-7.687e-05	-6.422e-05
-6	0	-1650	1.04e-06	-7.72e-05	-6.202e-05
-4	0	-1650	-4e-08	-7.674e-05	-6.261e-05
-2	0	-1650	1.44e-06	-7.76e-05	-6.286e-05
0	0	-1650	7e-07	-7.599e-05	-6.325e-05
2	0	-1650	1.62e-06	-7.603e-05	-6.142e-05
4	0	-1650	2.8e-06	-7.543e-05	-6.257e-05
6	0	-1650	1.61e-06	-7.682e-05	-6.301e-05
8	0	-1650	3.95e-06	-7.678e-05	-6.054e-05
10	0	-1650	4.6e-06	-7.646e-05	-6.147e-05
12	0	-1650	5.01e-06	-7.642e-05	-6.112e-05
14	0	-1650	4.11e-06	-7.67e-05	-6.078e-05
16	0	-1650	5.38e-06	-7.664e-05	-6.059e-05
18	0	-1650	8.02e-06	-7.599e-05	-5.985e-05
20	0	-1650	8.02e-06	-7.626e-05	-5.978e-05
-20	0	-1648	-2.14e-06	-7.647e-05	-6.434e-05
-18	0	-1648	-1.14e-06	-7.674e-05	-6.36e-05
-16	0	-1648	1.8e-07	-7.783e-05	-6.414e-05
-14	0	-1648	4.1e-07	-7.69e-05	-6.393e-05
-12	0	-1648	2.9e-07	-7.8e-05	-6.35e-05
-10	0	-1648	2.4e-07	-7.8e-05	-6.37e-05
-8	0	-1648	-5.9e-07	-7.838e-05	-6.524e-05
-6	0	-1648	1.09e-06	-7.875e-05	-6.345e-05
-4	0	-1648	3e-07	-7.862e-05	-6.384e-05
-2	0	-1648	2.14e-06	-7.906e-05	-6.342e-05
0	0	-1648	1.26e-06	-7.815e-05	-6.4e-05
2	0	-1648	1.58e-06	-7.8e-05	-6.248e-05
4	0	-1648	2.48e-06	-7.765e-05	-6.371e-05
6	0	-1648	9e-07	-7.87e-05	-6.39e-05
8	0	-1648	3.99e-06	-7.86e-05	-6.258e-05
10	0	-1648	4.65e-06	-7.883e-05	-6.259e-05
12	0	-1648	5.15e-06	-7.843e-05	-6.141e-05
14	0	-1648	4.36e-06	-7.778e-05	-6.241e-05
16	0	-1648	6.46e-06	-7.808e-05	-6.118e-05
18	0	-1648	8.15e-06	-7.86e-05	-6.052e-05
20	0	-1648	7.66e-06	-7.749e-05	-6.095e-05
-20	0	-1646	-1.97e-06	-7.814e-05	-6.541e-05
-18	0	-1646	-1.01e-06	-7.88e-05	-6.497e-05
-16	0	-1646	3.3e-07	-7.935e-05	-6.506e-05
-14	0	-1646	5.2e-07	-7.916e-05	-6.489e-05
-12	0	-1646	1.8e-07	-8.038e-05	-6.471e-05
-10	0	-1646	4.9e-07	-7.985e-05	-6.45e-05
-8	0	-1646	-7.4e-07	-7.986e-05	-6.596e-05
-6	0	-1646	1.34e-06	-8.007e-05	-6.451e-05
-4	0	-1646	1.16e-06	-8.057e-05	-6.457e-05
-2	0	-1646	1.99e-06	-8.089e-05	-6.421e-05
0	0	-1646	1.61e-06	-8.041e-05	-6.535e-05
2	0	-1646	1.99e-06	-7.98e-05	-6.349e-05
4	0	-1646	2.59e-06	-7.968e-05	-6.475e-05
6	0	-1646	1.11e-06	-8.014e-05	-6.469e-05
8	0	-1646	4.27e-06	-8.025e-05	-6.336e-05
10	0	-1646	4.77e-06	-8.085e-05	-6.337e-05
12	0	-1646	5.59e-06	-8.07e-05	-6.291e-05
14	0	-1646	4.82e-06	-7.966e-05	-6.391e-05
16	0	-1646	6.63e-06	-8.006e-05	-6.2e-05
18	0	-1646	8.4e-06	-8.073e-05	-6.179e-05
20	0	-1646	7.84e-06	-7.924e-05	-6.223e-05
-20	0	-1644	-2.41e-06	-8.024e-05	-6.63e-05
-18	0	-1644	-1.2e-06	-8.089e-05	-6.653e-05
-16	0	-1644	1.7e-07	-8.118e-05	-6.611e-05
-14	0	-1644	6.9e-07	-8.093e-05	-6.614e-05
-12	0	-1644	2.7e-07	-8.261e-05	-6.536e-05
-10	0	-1644	4.5e-07	-8.215e-05	-6.579e-05
