Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap24\Translado24_X=-2_#019.dat
Data.................: 11/02/2005
Hora.................: 09:46:30
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         3.1789E-004	         2.2112E-005	         3.1866E-004	         5.9751E-007	         2.4484E-007	         5.8400E-007	         1.8398E+002
 2	        -6.3924E-004	         3.0564E-003	         3.1236E-003	         5.1297E-004	         2.4171E-003	         5.4548E-005	         1.4091E+002
 3	        -1.3466E-001	        -6.6545E-001	         6.7894E-001	         1.2299E-001	         6.0754E-001	         9.1557E-003	         2.6187E+001
 4	        -1.0560E+001	        -9.9560E+000	         1.4555E+001	         1.0347E+001	         9.6546E+000	         1.1335E+000	         1.9083E+002
 5	         3.4965E+003	         3.2085E+003	         4.7464E+003	         3.4976E+003	         3.2093E+003	         4.3837E+001	         1.8851E+002
 6	        -1.7493E+004	         9.4570E+003	         2.4748E+004	         2.2368E+004	         1.5047E+004	         6.5986E+003	         1.7527E+002
 7	        -1.1446E+007	         1.5468E+007	         1.9264E+007	         1.1864E+007	         1.6039E+007	         4.6791E+005	         3.5236E+002
 8	         4.4724E+008	        -9.0102E+008	         1.0095E+009	         4.7888E+008	         9.4609E+008	         9.2509E+007	         3.5205E+002
 9	        -3.9974E+010	        -1.7728E+011	         1.8210E+011	         4.3959E+010	         1.8706E+011	         7.6777E+009	         8.5881E+000
10	        -4.7534E+012	         1.3713E+013	         1.4621E+013	         5.3232E+012	         1.4711E+013	         1.9679E+012	         1.7291E+002
