Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap24\Translado24_X=11_#032.dat
Data.................: 11/02/2005
Hora.................: 10:16:13
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         2.9252E-004	         1.0516E-005	         2.9271E-004	         5.4083E-007	         4.5330E-007	         5.3977E-007	         1.8206E+002
 2	        -8.2969E-003	        -6.6890E-003	         1.0658E-002	         6.5595E-003	         5.2887E-003	         7.5028E-005	         1.9944E+002
 3	        -1.9144E+000	        -1.7083E+000	         2.5658E+000	         1.7476E+000	         1.5595E+000	         4.6109E-003	         1.3915E+001
 4	        -1.5805E+002	        -2.5271E+002	         2.9806E+002	         1.5303E+002	         2.4469E+002	         2.4573E-001	         1.9449E+002
 5	         6.8947E+003	        -5.1122E+003	         8.5835E+003	         6.8949E+003	         5.1128E+003	         4.6276E+001	         1.7269E+002
 6	         1.3910E+006	         1.7759E+006	         2.2558E+006	         1.4197E+006	         1.8126E+006	         7.5676E+003	         8.6550E+000
 7	         1.0362E+007	         1.0968E+008	         1.1017E+008	         1.0790E+007	         1.1353E+008	         1.0301E+006	         1.9209E+002
 8	        -1.3217E+009	        -1.4419E+009	         1.9573E+009	         1.3846E+009	         1.5141E+009	         1.3705E+008	         1.8594E+002
 9	         4.2112E+011	        -1.4447E+011	         4.4551E+011	         4.4395E+011	         1.5339E+011	         6.9938E+009	         1.7790E+002
10	        -7.7891E+012	        -1.3874E+013	         1.6172E+013	         8.9027E+012	         1.4765E+013	         1.4095E+012	         1.8607E+002
