Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap24\Translado24_X=-6_#015.dat
Data.................: 11/02/2005
Hora.................: 09:30:48
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         3.2104E-004	        -3.0919E-006	         3.2105E-004	         7.4116E-007	         2.8948E-007	         7.3941E-007	         1.7945E+002
 2	        -7.4496E-004	         6.7931E-003	         6.8339E-003	         5.8949E-004	         5.3710E-003	         7.4454E-005	         1.3813E+002
 3	         2.9017E-001	        -1.7528E-001	         3.3903E-001	         2.6492E-001	         1.6009E-001	         4.4884E-003	         1.6962E+002
 4	        -5.2021E+001	        -7.3416E+001	         8.9980E+001	         5.0375E+001	         7.1084E+001	         5.0392E-001	         1.9367E+002
 5	         1.5042E+002	         4.4800E+003	         4.4827E+003	         1.5611E+002	         4.4805E+003	         7.0674E+001	         1.9762E+002
 6	         4.2890E+005	         2.0436E+005	         4.7519E+005	         4.3778E+005	         2.0886E+005	         5.9132E+003	         4.2462E+000
 7	        -2.9663E+007	        -6.4924E+007	         7.1383E+007	         3.0720E+007	         6.7207E+007	         9.5086E+005	         9.3493E+000
 8	         9.5154E+008	         4.8146E+009	         4.9077E+009	         9.9546E+008	         5.0367E+009	         1.2213E+008	         9.8525E+000
 9	         2.9224E+010	         2.3602E+011	         2.3817E+011	         3.3211E+010	         2.4927E+011	         1.3814E+010	         1.8922E+002
10	        -1.3011E+013	        -4.4388E+013	         4.6264E+013	         1.3829E+013	         4.7123E+013	         1.9641E+012	         1.8737E+002
