Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap100\Translado100_X=11_#016.dat
Data.................: 26/01/2005
Hora.................: 15:32:11
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.2095E-005	        -3.0855E-005	         8.7703E-005	         4.9342E-007	         3.8855E-007	         4.2457E-007	         1.5940E+002
 2	         2.0988E-003	        -2.5672E-003	         3.3160E-003	         1.6594E-003	         2.0296E-003	         1.1952E-005	         3.3463E+002
 3	         8.0534E-002	        -5.6056E-002	         9.8155E-002	         7.3537E-002	         5.1225E-002	         4.1019E-004	         1.6839E+002
 4	        -4.5168E-001	         2.2577E+000	         2.3082E+000	         4.5631E-001	         2.2056E+000	         2.6469E-001	         1.6033E+002
 5	        -4.4641E+001	        -1.0187E+001	         4.8167E+001	         4.5391E+001	         2.0004E+001	         9.1944E+000	         2.5710E+000
 6	        -3.2032E+002	        -2.4327E+003	         3.0164E+003	         1.7032E+003	         3.2531E+003	         1.8342E+003	         1.9375E+002
 7	         2.4027E+003	        -3.5604E+004	         4.2471E+005	         2.9414E+005	         4.3539E+005	         2.2548E+005	         1.6769E+002
 8	         6.0771E+006	        -1.7688E+007	         3.7308E+007	         9.5534E+006	         4.7385E+007	         2.5523E+007	         3.5112E+002
 9	        -4.9340E+008	        -1.0077E+009	         5.1623E+009	         2.6290E+009	         6.0050E+009	         3.1361E+009	         7.1013E+000
10	         9.3195E+010	        -7.0173E+010	         5.0006E+011	         3.7655E+011	         4.7157E+011	         2.3086E+011	         3.5630E+002
