Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap100\Translado100_X=16_#001.dat
Data.................: 26/01/2005
Hora.................: 15:46:28
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.4321E-005	        -4.4737E-005	         1.0439E-004	         1.4795E-007	         2.0142E-007	         1.0965E-007	         1.5462E+002
 2	         2.8448E-003	        -2.9586E-003	         4.1045E-003	         2.2491E-003	         2.3392E-003	         1.8255E-005	         3.3694E+002
 3	         6.5937E-002	        -2.6175E-002	         7.1014E-002	         6.0201E-002	         2.4157E-002	         1.0058E-003	         1.7278E+002
 4	        -1.2475E+000	         1.7070E+000	         2.1244E+000	         1.2245E+000	         1.6829E+000	         2.9537E-001	         1.6654E+002
 5	        -7.5408E+001	        -5.3951E+001	         9.4902E+001	         7.7922E+001	         6.5400E+001	         3.5219E+001	         7.1164E+000
 6	         1.8832E+003	        -7.0707E+002	         4.3119E+003	         4.2531E+003	         3.0475E+003	         2.2313E+003	         3.5657E+002
 7	        -1.9226E+005	        -4.3311E+004	         5.2390E+005	         3.0402E+005	         6.5856E+005	         4.3587E+005	         1.8136E+000
 8	         1.4618E+007	        -2.5864E+006	         5.3599E+007	         3.2725E+007	         5.6465E+007	         2.6508E+007	         3.5875E+002
 9	         9.0316E+008	        -1.8033E+009	         6.4169E+009	         2.7232E+009	         7.3095E+009	         3.1527E+009	         1.7296E+002
10	         1.6581E+011	         5.9004E+010	         9.8525E+011	         3.9503E+011	         1.0697E+012	         3.0114E+011	         1.9588E+000
