Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap100\Translado100_X=-11_#010.dat
Data.................: 26/01/2005
Hora.................: 14:41:41
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         7.6451E-005	        -2.0778E-005	         7.9224E-005	         1.0391E-007	         2.1476E-007	         1.2785E-007	         1.6480E+002
 2	        -1.4676E-003	         1.9905E-003	         2.4731E-003	         1.1603E-003	         1.5738E-003	         2.1584E-005	         1.5320E+002
 3	         7.5434E-002	        -1.0415E-001	         1.2860E-001	         6.8875E-002	         9.5078E-002	         7.6244E-004	         1.6197E+002
 4	         1.7423E-001	        -2.0240E+000	         2.0344E+000	         2.0273E-001	         1.9820E+000	         2.9241E-001	         3.3873E+002
 5	        -2.8959E+001	         7.1347E+001	         8.1264E+001	         3.4712E+001	         8.0973E+001	         3.1447E+001	         3.4642E+002
 6	         1.7966E+003	        -3.6794E+002	         3.1579E+003	         2.1563E+003	         3.0356E+003	         1.4491E+003	         3.5807E+002
 7	        -2.2845E+005	         1.4569E+005	         4.4589E+005	         2.6278E+005	         4.2608E+005	         1.2325E+005	         3.5535E+002
 8	        -7.1515E+006	        -9.9635E+006	         4.2157E+007	         2.3117E+007	         4.5196E+007	         1.9472E+007	         1.8679E+002
 9	        -2.0400E+009	         1.6578E+009	         6.7488E+009	         5.0784E+009	         5.7188E+009	         1.5884E+009	         3.5566E+002
10	         2.2366E+011	        -1.0291E+011	         5.3091E+011	         3.8364E+011	         5.4511E+011	         3.1554E+011	         3.5753E+002
