Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap100\Translado100_X=-1_#004.dat
Data.................: 26/01/2005
Hora.................: 15:07:56
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         6.9253E-005	        -1.1979E-005	         7.0282E-005	         2.9959E-007	         2.2501E-007	         3.0591E-007	         1.7019E+002
 2	         8.3095E-005	        -3.6746E-004	         3.7726E-004	         6.8415E-005	         2.9132E-004	         1.8717E-005	         3.2137E+002
 3	         7.8343E-002	        -1.2018E-001	         1.4347E-001	         7.1536E-002	         1.0974E-001	         2.4359E-003	         1.6103E+002
 4	         3.3058E-001	         6.9624E-001	         8.0415E-001	         3.3625E-001	         7.7337E-001	         2.9746E-001	         1.6150E+001
 5	        -9.4071E+000	         6.0709E+001	         6.1770E+001	         1.3200E+001	         6.8926E+001	         3.3153E+001	         3.4376E+002
 6	         1.4917E+003	        -1.4006E+003	         4.0029E+003	         1.9651E+003	         4.6557E+003	         2.5259E+003	         3.5280E+002
 7	        -2.1265E+005	         1.6520E+005	         4.8303E+005	         2.3510E+005	         5.4357E+005	         2.6841E+005	         3.5459E+002
 8	        -6.8522E+006	        -3.0932E+007	         4.6097E+007	         2.6308E+007	         5.0384E+007	         2.7043E+007	         1.8969E+002
 9	        -6.4002E+007	         9.4882E+008	         4.7168E+009	         2.6343E+009	         5.2669E+009	         2.6449E+009	         3.5043E+002
10	         5.6099E+011	        -2.0419E+011	         8.5645E+011	         7.0889E+011	         6.7565E+011	         2.9444E+011	         3.5800E+002
