Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap100\Translado100_X=14_#019.dat
Data.................: 26/01/2005
Hora.................: 15:36:54
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.8755E-005	        -3.8811E-005	         9.6870E-005	         2.8184E-007	         2.4061E-007	         2.9377E-007	         1.5638E+002
 2	         2.5695E-003	        -2.8439E-003	         3.8328E-003	         2.0314E-003	         2.2485E-003	         2.0610E-005	         3.3605E+002
 3	         7.2480E-002	        -3.6189E-002	         8.1034E-002	         6.6181E-002	         3.3119E-002	         1.8081E-003	         1.7116E+002
 4	        -8.3618E-001	         1.9549E+000	         2.1306E+000	         8.1737E-001	         1.9254E+000	         3.3747E-001	         1.6329E+002
 5	        -5.8492E+001	        -3.8842E+001	         7.8896E+001	         5.9797E+001	         6.1006E+001	         2.7370E+001	         6.7173E+000
 6	        -6.1675E+002	        -2.2720E+003	         4.5986E+003	         1.1428E+003	         6.0921E+003	         3.6250E+003	         1.9247E+002
 7	        -2.1709E+005	         1.7379E+005	         4.7032E+005	         3.7598E+005	         4.4707E+005	         2.8026E+005	         3.5447E+002
 8	         1.3455E+007	         4.3755E+006	         4.8112E+007	         2.6092E+007	         5.2060E+007	         2.2998E+007	         2.2518E+000
 9	        -3.2109E+008	         2.0536E+009	         6.8702E+009	         2.7665E+009	         8.0011E+009	         3.6430E+009	         3.5099E+002
10	         2.8529E+011	        -3.0603E+011	         1.0057E+012	         6.8113E+011	         9.7914E+011	         4.2451E+011	         3.5530E+002
