Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap100\Translado100_X=-14_#007.dat
Data.................: 26/01/2005
Hora.................: 14:37:02
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.1760E-005	        -2.7815E-005	         8.6362E-005	         2.3521E-007	         3.0425E-007	         3.1570E-007	         1.6121E+002
 2	        -1.9381E-003	         2.5701E-003	         3.2190E-003	         1.5323E-003	         2.0320E-003	         2.2413E-005	         1.5351E+002
 3	         7.6025E-002	        -8.4709E-002	         1.1383E-001	         6.9404E-002	         7.7369E-002	         2.1996E-003	         1.6397E+002
 4	         1.3893E-001	        -2.7799E+000	         2.7841E+000	         1.4770E-001	         2.7127E+000	         3.3544E-001	         3.3822E+002
 5	        -3.2886E+001	         5.5166E+001	         6.4844E+001	         3.6524E+001	         6.6050E+001	         3.8365E+001	         3.4816E+002
 6	         2.0217E+003	         2.4285E+003	         4.0893E+003	         2.9054E+003	         3.8746E+003	         2.1521E+003	         8.3704E+000
 7	        -6.6481E+004	        -3.2721E+005	         6.1751E+005	         2.4354E+005	         6.8050E+005	         2.5622E+005	         1.1216E+001
 8	        -6.6845E+006	         1.2464E+007	         4.6978E+007	         2.8013E+007	         4.6486E+007	         1.4773E+007	         1.7228E+002
 9	        -1.0450E+009	        -2.3870E+009	         5.3628E+009	         1.6710E+009	         7.1502E+009	         4.3488E+009	         7.3729E+000
10	         2.1192E+011	         1.7999E+011	         7.1594E+011	         3.8707E+011	         7.1892E+011	         1.8872E+011	         4.0341E+000
