X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-20	0	-1650	-1.339e-05	-0.00025834	-5.298e-05
-19	0	-1650	-1.12e-05	-0.00025658	-5.127e-05
-18	0	-1650	-1.265e-05	-0.00025749	-5.244e-05
-17	0	-1650	-1.016e-05	-0.00025844	-5.196e-05
-16	0	-1650	-1.204e-05	-0.00025747	-5.299e-05
-15	0	-1650	-9.49e-06	-0.00025905	-5.164e-05
-14	0	-1650	-1.062e-05	-0.00025763	-5.234e-05
-13	0	-1650	-9.65e-06	-0.00025833	-5.076e-05
-12	0	-1650	-9.77e-06	-0.00025942	-5.126e-05
-11	0	-1650	-9.64e-06	-0.00025905	-5.209e-05
-10	0	-1650	-6.82e-06	-0.00025992	-5.045e-05
-9	0	-1650	-9.44e-06	-0.00025947	-5.177e-05
-8	0	-1650	-6.62e-06	-0.00026015	-5.278e-05
-7	0	-1650	-6.72e-06	-0.00025995	-5.155e-05
-6	0	-1650	-6.78e-06	-0.00025982	-5.118e-05
-5	0	-1650	-7.02e-06	-0.00025954	-5.158e-05
-4	0	-1650	-7.3e-06	-0.00025998	-5.155e-05
-3	0	-1650	-7.34e-06	-0.0002609	-5.241e-05
-2	0	-1650	-5.15e-06	-0.00025974	-5.072e-05
-1	0	-1650	-6.24e-06	-0.00026002	-5.298e-05
0	0	-1650	-5.88e-06	-0.00026059	-5.287e-05
1	0	-1650	-5.25e-06	-0.00026091	-5.031e-05
2	0	-1650	-4.37e-06	-0.00026025	-4.995e-05
3	0	-1650	-4.81e-06	-0.00025925	-5.258e-05
4	0	-1650	-4.37e-06	-0.00025957	-5.105e-05
5	0	-1650	-3.66e-06	-0.00026005	-5.173e-05
6	0	-1650	-9.9e-07	-0.00025906	-4.972e-05
7	0	-1650	-2.76e-06	-0.00026062	-5.129e-05
8	0	-1650	-9.9e-07	-0.0002611	-5.122e-05
9	0	-1650	-3.85e-06	-0.00025934	-5.225e-05
10	0	-1650	-2.36e-06	-0.00025949	-5.149e-05
11	0	-1650	-2.19e-06	-0.00025972	-5.238e-05
12	0	-1650	-5.9e-07	-0.00026048	-5.182e-05
13	0	-1650	-1.8e-07	-0.00025949	-5.16e-05
14	0	-1650	5.4e-07	-0.00025926	-5.091e-05
15	0	-1650	7e-08	-0.00025873	-5.156e-05
16	0	-1650	7.9e-07	-0.00025896	-5.158e-05
17	0	-1650	2.08e-06	-0.00025854	-5.056e-05
18	0	-1650	1.47e-06	-0.0002581	-5.021e-05
19	0	-1650	1.8e-06	-0.00025855	-5.042e-05
20	0	-1650	1.78e-06	-0.00025813	-5.074e-05
-20	0	-1648	-1.367e-05	-0.00026349	-5.439e-05
-19	0	-1648	-1.085e-05	-0.0002624	-5.143e-05
-18	0	-1648	-1.26e-05	-0.0002628	-5.316e-05
-17	0	-1648	-1.063e-05	-0.00026351	-5.284e-05
